Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured,date,search_str,latitude,longitude
Yes,"Flood at Tarikhet, Dhorpatan Municipality-1",,other,Flood,2021-09-22,Gandaki,Baglung,Dhorpatan,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-22,"Dhorpatan, Baglung, Nepal",28.390090000000043,83.11711000000008
Yes,"Landslide at Mohorai, Resunga Municipality-10",,nepal_police,Landslide,2021-09-22,Lumbini,Gulmi,Resunga,10,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-22,"Resunga, Gulmi, Nepal",28.052670000000035,83.25598000000008
Yes,"Landslide at Gard Ransi, Bheri Municipality-2",,nepal_police,Landslide,2021-09-21,Karnali,Jajarkot,Bheri,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-09-21,"Bheri, Jajarkot, Nepal",28.6975002,82.2187805
Yes,Landslide at Sanni Tribeni Rural Municipality-8,,nepal_police,Landslide,2021-09-21,Karnali,Kalikot,Sanni Tribeni,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-09-21,"Sanni Tribeni, Kalikot, Nepal",29.26276000000007,81.58511000000004
Yes,"Landslide at Chamarya, Gaumul Rural Municipality-1",,nepal_police,Landslide,2021-09-21,Sudurpashchim,Bajura,Gaumul,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-21,"Gaumul, Bajura, Nepal",29.56923000000006,81.48293000000007
Yes,"Flood at aaticharu, Badimalika Municipality-7",,nepal_police,Flood,2021-09-21,Sudurpashchim,Bajura,Badimalika,7,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-21,"Badimalika, Bajura, Nepal",29.43947000000003,81.49920000000003
Yes,"Flood at tribeni chok, Chandragiri Municipality-1",,nepal_police,Flood,2021-09-20,Bagmati,Kathmandu,Chandragiri,1,813000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-20,"Chandragiri, Kathmandu, Nepal",27.686960000000056,85.23522000000008
Yes,"Landslide at Melkhani, Chhedagad Municipality-11",,nepal_police,Landslide,2021-09-08,Karnali,Jajarkot,Chhedagad,11,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-08,"Chhedagad, Jajarkot, Nepal",28.750890000000027,82.01912000000004
Yes,"Flood at Mankhola, Khajura Rural Municipality-7",,nepal_police,Flood,2021-09-08,Lumbini,Banke,Khajura,7,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-08,"Khajura, Banke, Nepal",28.121140000000025,81.55185000000006
Yes,"Landslide at sunthakhani, Gokarneshwor Municipality-3",,nepal_police,Landslide,2021-09-07,Bagmati,Kathmandu,Gokarneshwor,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-07,"Gokarneshwor, Kathmandu, Nepal",27.765270000000044,85.40792000000005
Yes,"Landslide at Bamla, Rolpa Municipality-10",,nepal_police,Landslide,2021-09-06,Lumbini,Rolpa,Rolpa,10,,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,2,0,0,2021-09-06,"Rolpa, Rolpa, Nepal",28.325420000000065,82.64442000000008
Yes,"Landslide at Ghimiregau, Banepa Municipality-2",,nepal_police,Landslide,2021-09-06,Bagmati,Kavrepalanchok,Banepa,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2021-09-06,"Banepa, Kavrepalanchok, Nepal",27.632450000000063,85.52192000000008
Yes,"Landslide at Dulalgau, Banepa Municipality-2",,nepal_police,Landslide,2021-09-06,Bagmati,Kavrepalanchok,Banepa,2,3000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-06,"Banepa, Kavrepalanchok, Nepal",27.632450000000063,85.52192000000008
Yes,"Flood at Sulichaur, Sunil Smriti Rural Municipality-4",,nepal_police,Flood,2021-09-06,Lumbini,Rolpa,Sunil Smriti,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-06,"Sunil Smriti, Rolpa, Nepal",28.325420000000065,82.64442000000008
Yes,"Flood at gothara, Kageshwori Manahora Municipality-8",,nepal_police,Flood,2021-09-06,Bagmati,Kathmandu,Kageshwori Manahora,8,2000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-06,"Kageshwori Manahora, Kathmandu, Nepal",27.73165000000006,85.41696000000007
Yes,"Landslide at Dhadsirke, Nalgaad Municipality-5",,nepal_police,Landslide,2021-09-06,Karnali,Jajarkot,Nalgaad,5,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2021-09-06,"Nalgaad, Jajarkot, Nepal",28.6975002,82.2187805
Yes,"Landslide at saphithug, Phaktanglung Rural Municipality-6",,nepal_police,Landslide,2021-09-05,Koshi,Taplejung,Phaktanglung,6,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-09-05,"Phaktanglung, Taplejung, Nepal",27.68142000000006,87.92025000000007
Yes,"Flood at Kapan Tarkari bajar, Budhanilakantha Municipality-11",,nepal_police,Flood,2021-09-05,Bagmati,Kathmandu,Budhanilakantha,11,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-05,"Budhanilakantha, Kathmandu, Nepal",27.767520000000047,85.36397000000005
Yes,"Landslide at Gyankhola, Musikot Municipality-7",,nepal_police,Landslide,2021-09-05,Karnali,Rukum West,Musikot,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2021-09-05,"Musikot, Rukum West, Nepal",28.612720000000024,82.47214000000008
Yes,"Landslide at Durlung, Kushma Municipality-3",,nepal_police,Landslide,2021-09-03,Gandaki,Parbat,Kushma,3,,0,0,1,1,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-03,"Kushma, Parbat, Nepal",28.23368000000005,83.68756000000008
Yes,"Landslide at Ambote, Modi Rural Municipality-5",,nepal_police,Landslide,2021-09-03,Gandaki,Parbat,Modi,5,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-03,"Modi, Parbat, Nepal",28.31015000000008,83.71883000000008
Yes,"Landslide at Simli, Kushma Municipality-11",,nepal_police,Landslide,2021-09-03,Gandaki,Parbat,Kushma,11,,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-03,"Kushma, Parbat, Nepal",28.23368000000005,83.68756000000008
Yes,Flood at Hetauda Submetropolitan City-17,,nepal_police,Flood,2021-09-03,Bagmati,Makwanpur,Hetauda,17,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-03,"Hetauda, Makwanpur, Nepal",27.428390000000036,85.03219000000007
Yes,"Landslide at Bhirkatari, Bareng Rural Municipality-3",,nepal_police,Landslide,2021-09-03,Gandaki,Baglung,Bareng,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-03,"Bareng, Baglung, Nepal",28.13795000000005,83.51379000000009
Yes,"Landslide at Yakhopcha, Meringden Rural Municipality-5",,nepal_police,Landslide,2021-09-03,Koshi,Taplejung,Meringden,5,6000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-03,"Meringden, Taplejung, Nepal",27.48237000000006,87.54417000000007
Yes,"Flood at Kahu, Pokhara Lekhnath Metropolitan City-11",,nepal_police,Flood,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-02,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Bhalam, Pokhara Lekhnath Metropolitan City-20",,nepal_police,Landslide,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,20,,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-02,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,Landslide at Pokhara Lekhnath Metropolitan City-11,,nepal_police,Landslide,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,11,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-09-02,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Flood at Kahukhola, Pokhara Lekhnath Metropolitan City-13",,nepal_police,Flood,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,13,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-02,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Flood at Bara, Pokhara Lekhnath Metropolitan City-8",,nepal_police,Flood,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-01,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Hayaya, Golanjor Rural Municipality-6",,nepal_police,Landslide,2021-09-01,Bagmati,Sindhuli,Golanjor,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-01,"Golanjor, Sindhuli, Nepal",27.26159000000007,86.05895000000004
Yes,"Landslide at bhamalam, Pokhara Lekhnath Metropolitan City-20",,nepal_police,Landslide,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,20,,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-01,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Flood at Gogli, Ghorahi Submetropolitan City-4",,nepal_police,Flood,2021-09-01,Lumbini,Dang,Ghorahi,4,,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0,2021-09-01,"Ghorahi, Dang, Nepal",28.02500000000003,82.46558000000005
Yes,"Landslide at dalla, Dunhu Rural Municipality-5",,nepal_police,Landslide,2021-09-01,Sudurpashchim,Darchula,Dunhu,5,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-09-01,"Dunhu, Darchula, Nepal",29.892100000000028,80.61957000000007
Yes,"Landslide at phatpur, Suryagadhi Rural Municipality-2",,nepal_police,Landslide,2021-08-31,Bagmati,Nuwakot,Suryagadhi,2,400000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-31,"Suryagadhi, Nuwakot, Nepal",27.94628000000006,85.23922000000005
Yes,"Flood at kumalthandi, Likhu Rural Municipality-6",,nepal_police,Flood,2021-08-31,Bagmati,Nuwakot,Likhu,6,8100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-31,"Likhu, Nuwakot, Nepal",27.889080000000035,85.21776000000006
Yes,"Landslide at jhandrek, Panini Rural Municipality-7",,nepal_police,Landslide,2021-08-31,Lumbini,Arghakhanchi,Panini,7,,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,2021-08-31,"Panini, Arghakhanchi, Nepal",27.884160000000065,83.25291000000004
Yes,Flood at Raghuganga Rural Municipality-8,,nepal_police,Flood,2021-08-30,Gandaki,Myagdi,Raghuganga,8,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2021-08-30,"Raghuganga, Myagdi, Nepal",28.535030000000063,83.51666000000006
Yes,"Landslide at baspani, Dunhu Rural Municipality-1",,nepal_police,Landslide,2021-08-30,Sudurpashchim,Darchula,Dunhu,1,,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-30,"Dunhu, Darchula, Nepal",29.892100000000028,80.61957000000007
Yes,"Landslide at hatiya, Ribdikot Rural Municipality-4",,nepal_police,Landslide,2021-08-30,Lumbini,Palpa,Ribdikot,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-30,"Ribdikot, Palpa, Nepal",27.86674000000005,83.45471000000003
Yes,"Landslide at kaule, Kakani Rural Municipality-2",,nepal_police,Landslide,2021-08-30,Bagmati,Nuwakot,Kakani,2,200000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-30,"Kakani, Nuwakot, Nepal",27.822460000000035,85.24631000000005
Yes,"Landslide at dalla, Dunhu Rural Municipality-5",,nepal_police,Landslide,2021-08-30,Sudurpashchim,Darchula,Dunhu,5,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-08-30,"Dunhu, Darchula, Nepal",29.892100000000028,80.61957000000007
Yes,"Flood at rigur, Apihimal Rural Municipality-3",,nepal_police,Flood,2021-08-30,Sudurpashchim,Darchula,Apihimal,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-30,"Apihimal, Darchula, Nepal",29.870160000000055,80.88376000000005
Yes,"Landslide at pakpa, Barahtal Rural Municipality-2",,nepal_police,Landslide,2021-08-29,Karnali,Surkhet,Barahtal,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29,"Barahtal, Surkhet, Nepal",28.65372000000008,81.45104000000003
Yes,Flood at Dunhu Rural Municipality-3,,nepal_police,Flood,2021-08-29,Sudurpashchim,Darchula,Dunhu,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29,"Dunhu, Darchula, Nepal",29.892100000000028,80.61957000000007
Yes,"Flood at shreebagar, Mahakali_Darchula Municipality-1",,nepal_police,Flood,2021-08-29,Sudurpashchim,Darchula,Mahakali_Darchula,1,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29,"Mahakali_Darchula, Darchula, Nepal",29.807840000000056,80.56564000000003
Yes,"Landslide at thada gholcjer, Marma Rural Municipality-1",,nepal_police,Landslide,2021-08-29,Sudurpashchim,Darchula,Marma,1,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29,"Marma, Darchula, Nepal",29.741630000000043,80.84767000000005
Yes,"Landslide at katunje, Roshi Rural Municipality-7",,nepal_police,Landslide,2021-08-29,Bagmati,Kavrepalanchok,Roshi,7,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-08-29,"Roshi, Kavrepalanchok, Nepal",27.46843000000007,85.65714000000008
Yes,"Landslide at ramdi, Galyang Municipality-1",,nepal_police,Landslide,2021-08-29,Gandaki,Syangja,Galyang,1,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,0,0,2021-08-29,"Galyang, Syangja, Nepal",27.958170000000052,83.65736000000004
Yes,"Landslide at dumaredanda , Tansen Municipality-8",,nepal_police,Landslide,2021-08-29,Lumbini,Palpa,Tansen,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29,"Tansen, Palpa, Nepal",27.867310000000032,83.54670000000004
Yes,"Flood at boradadi , Dhangadhi Submetropolitan City-3",,nepal_police,Flood,2021-08-28,Sudurpashchim,Kailali,Dhangadhi,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-08-28,"Dhangadhi, Kailali, Nepal",28.701370000000058,80.58975000000004
Yes,"Landslide at Chaudandi, Kedarseu Rural Municipality-5",,nepal_police,Landslide,2021-08-28,Sudurpashchim,Bajhang,Kedarseu,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-28,"Kedarseu, Bajhang, Nepal",29.51347000000004,80.93567000000007
Yes,"Landslide at Dogade, Godawari_Kailali Municipality-4",,nepal_police,Landslide,2021-08-28,Sudurpashchim,Kailali,Godawari_Kailali,4,150000.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-28,"Godawari_Kailali, Kailali, Nepal",28.878270000000043,80.58259000000004
Yes,Flood at Binayee Tribeni Rural Municipality-4,,nepal_police,Flood,2021-08-27,Gandaki,Nawalparasi East,Binayee Tribeni,4,276000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-27,"Binayee Tribeni, Nawalparasi East, Nepal",27.630790000000047,83.86238000000003
Yes,"Landslide at Milan Choke, Katari Municipality-2",,nepal_police,Landslide,2021-08-27,Koshi,Udayapur,Katari,2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-27,"Katari, Udayapur, Nepal",27.021750000000058,86.42236000000008
Yes,"Flood at Kothe pul, Godawari_Kailali Municipality-4",,nepal_police,Flood,2021-08-27,Sudurpashchim,Kailali,Godawari_Kailali,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-27,"Godawari_Kailali, Kailali, Nepal",28.878270000000043,80.58259000000004
Yes,"Landslide at Matillo Char, Hupsekot Rural Municipality-4",,nepal_police,Landslide,2021-08-27,Gandaki,Nawalparasi East,Hupsekot,4,,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-27,"Hupsekot, Nawalparasi East, Nepal",27.70028000000008,84.06548000000004
Yes,"Flood at Betauliya, Omsatiya Rural Municipality-4",,nepal_police,Flood,2021-08-27,Lumbini,Rupandehi,Omsatiya,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-27,"Omsatiya, Rupandehi, Nepal",27.531780000000023,83.52423000000005
Yes,"Flood at Bittijor, Golanjor Rural Municipality-2",,nepal_police,Flood,2021-08-27,Bagmati,Sindhuli,Golanjor,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2021-08-27,"Golanjor, Sindhuli, Nepal",27.26159000000007,86.05895000000004
Yes,"Flood at Baki, Dangisharan Rural Municipality-1",,nepal_police,Flood,2021-08-27,Lumbini,Dang,Dangisharan,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-27,"Dangisharan, Dang, Nepal",28.08608000000004,82.15646000000004
Yes,"Landslide at Ulje, Jorayal Rural Municipality-2",,nepal_police,Landslide,2021-08-26,Sudurpashchim,Doti,Jorayal,2,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-26,"Jorayal, Doti, Nepal",29.10286000000008,80.67617000000007
Yes,"Landslide at Salmatole, Shadananda Municipality-6",,nepal_police,Landslide,2021-08-26,Koshi,Bhojpur,Shadananda,6,4000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-26,"Shadananda, Bhojpur, Nepal",27.33764000000008,87.10635000000008
Yes,"Flood at Baitada, Bedkot Municipality-4",,nepal_police,Flood,2021-08-26,Sudurpashchim,Kanchanpur,Bedkot,4,1750000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-26,"Bedkot, Kanchanpur, Nepal",28.98192000000006,80.26710000000008
Yes,"Flood at Narayangadh, Madi Municipality-4",,nepal_police,Flood,2021-08-26,Bagmati,Chitwan,Madi,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-26,"Madi, Chitwan, Nepal",27.434610000000077,84.35334000000006
Yes,"Landslide at Mainakhola, Gurans Rural Municipality-1",,nepal_police,Landslide,2021-08-25,Karnali,Dailekh,Gurans,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2021-08-25,"Gurans, Dailekh, Nepal",28.710710000000063,81.64515000000006
Yes,"Landslide at Nimri, Rolpa Municipality-7",,nepal_police,Landslide,2021-08-25,Lumbini,Rolpa,Rolpa,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-25,"Rolpa, Rolpa, Nepal",28.325420000000065,82.64442000000008
Yes,Flood at Kumakh Rural Municipality-4,,nepal_police,Flood,2021-08-24,Karnali,Salyan,Kumakh,4,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-24,"Kumakh, Salyan, Nepal",27.38271000000003,86.58654000000007
Yes,"Flood at Lalipur, Dhangadhi Submetropolitan City-19",,nepal_police,Flood,2021-08-24,Sudurpashchim,Kailali,Dhangadhi,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-24,"Dhangadhi, Kailali, Nepal",28.701370000000058,80.58975000000004
Yes,"Flood at Pagiyapasar, Bhajani Municipality-5",,nepal_police,Flood,2021-08-24,Sudurpashchim,Kailali,Bhajani,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-24,"Bhajani, Kailali, Nepal",28.52027000000004,80.96565000000004
Yes,"Landslide at Phulib, Sunchhahari Rural Municipality-1",,nepal_police,Landslide,2021-08-21,Lumbini,Rolpa,Sunchhahari,1,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-21,"Sunchhahari, Rolpa, Nepal",28.380250000000046,82.83012000000008
Yes,Landslide at Alital Rural Municipality-1,,nepal_police,Landslide,2021-08-20,Sudurpashchim,Dadeldhura,Alital,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-20,"Alital, Dadeldhura, Nepal",29.11393000000004,80.49384000000003
Yes,"Landslide at Thumlung, Salpasilichho Rural Municipality-6",,nepal_police,Landslide,2021-08-20,Koshi,Bhojpur,Salpasilichho,6,1075000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-20,"Salpasilichho, Bhojpur, Nepal",27.383150000000057,86.98153000000008
Yes,"Landslide at phandra, Bhimphedi Rural Municipality-3",,nepal_police,Landslide,2021-08-20,Bagmati,Makwanpur,Bhimphedi,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-20,"Bhimphedi, Makwanpur, Nepal",27.53260000000006,85.11616000000004
Yes,"Landslide at kalipula, Jaljala Rural Municipality-3",,nepal_police,Landslide,2021-08-19,Gandaki,Parbat,Jaljala,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2021-08-19,"Jaljala, Parbat, Nepal",28.327360000000056,83.62489000000005
Yes,"Landslide at kaldharu, Belkotgadhi Municipality-5",,nepal_police,Landslide,2021-08-19,Bagmati,Nuwakot,Belkotgadhi,5,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-19,"Belkotgadhi, Nuwakot, Nepal",27.82594000000006,85.11147000000005
Yes,Landslide at Naubahini Rural Municipality-5,,nepal_police,Landslide,2021-08-19,Lumbini,Pyuthan,Naubahini,5,253500.0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-19,"Naubahini, Pyuthan, Nepal",28.253160000000037,82.91058000000004
Yes,"Flood at Mulpani, Kageshwori Manahora Municipality-5",,nepal_police,Flood,2021-08-19,Bagmati,Kathmandu,Kageshwori Manahora,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-19,"Kageshwori Manahora, Kathmandu, Nepal",27.73165000000006,85.41696000000007
Yes,"Landslide at OKharpauwa, Kakani Rural Municipality-5",,nepal_police,Landslide,2021-08-19,Bagmati,Nuwakot,Kakani,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-08-19,"Kakani, Nuwakot, Nepal",27.822460000000035,85.24631000000005
Yes,"Landslide at kodadha, Naukunda Rural Municipality-5",,nepal_police,Landslide,2021-08-19,Bagmati,Rasuwa,Naukunda,5,,0,0,1,1,0,0,4,1,3,0,0,0,0,0,0,0,1,1,0,0,0,2021-08-19,"Naukunda, Rasuwa, Nepal",28.01946000000004,85.30304000000007
Yes,"Landslide at Chumling, Chum Nubri Rural Municipality-6",,nepal_police,Landslide,2021-08-19,Gandaki,Gorkha,Chum Nubri,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-19,"Chum Nubri, Gorkha, Nepal",28.54200000000003,84.87538000000006
Yes,"Landslide at Dumredanda, Airawati Rural Municipality-1",,nepal_police,Landslide,2021-08-15,Lumbini,Pyuthan,Airawati,1,150000.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-15,"Airawati, Pyuthan, Nepal",27.990350000000035,82.91276000000005
Yes,"Landslide at Pakhresiude, Kailash Rural Municipality-8",,nepal_police,Landslide,2021-08-15,Bagmati,Makwanpur,Kailash,8,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-15,"Kailash, Makwanpur, Nepal",27.609880000000032,84.95558000000005
Yes,"Landslide at Pachhawang, Bhume Rural Municipality-8",,nepal_police,Landslide,2021-08-15,Lumbini,Rukum East,Bhume,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-15,"Bhume, Rukum East, Nepal",28.566590000000076,82.68457000000006
Yes,Landslide at Tadi Rural Municipality-6,,nepal_police,Landslide,2021-08-14,Bagmati,Nuwakot,Tadi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,"Tadi, Nuwakot, Nepal",27.966570000000047,85.33973000000003
Yes,"Landslide at Dubidada, Runtigadi Rural Municipality-5",,nepal_police,Landslide,2021-08-13,Lumbini,Rolpa,Runtigadi,5,200000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-13,"Runtigadi, Rolpa, Nepal",28.17731000000003,82.51468000000006
Yes,"Landslide at Maidan, Panini Rural Municipality-5",,nepal_police,Landslide,2021-08-13,Lumbini,Arghakhanchi,Panini,5,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-13,"Panini, Arghakhanchi, Nepal",27.884160000000065,83.25291000000004
Yes,Landslide at Tatopani Rural Municipality-7,,nepal_police,Landslide,2021-08-12,Karnali,Jumla,Tatopani,7,,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-12,"Tatopani, Jumla, Nepal",29.186090000000036,81.98523000000006
Yes,"Landslide at Patakharka, Malika Rural Municipality-2",,nepal_police,Landslide,2021-08-12,Lumbini,Gulmi,Malika,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-12,"Malika, Gulmi, Nepal",28.213590000000067,83.14999000000006
