Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured,date,search_str,latitude,longitude
Yes,"Flood at Ruinibang, Sunil Smriti Rural Municipality-3",,nepal_police,Flood,2021-08-12,Lumbini,Rolpa,Sunil Smriti,3,1400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-12,"Sunil Smriti, Rolpa, Nepal",28.325420000000065,82.64442000000008
Yes,"Landslide at Pokhregaun, Changunarayan Municipality-4",,nepal_police,Landslide,2021-08-12,Bagmati,Bhaktapur,Changunarayan,4,300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-12,"Changunarayan, Bhaktapur, Nepal",27.692080000000033,85.45493000000005
Yes,"Landslide at Chudarikhola, Mallarani Rural Municipality-1",,nepal_police,Landslide,2021-08-11,Lumbini,Pyuthan,Mallarani,1,,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-11,"Mallarani, Pyuthan, Nepal",28.075630000000046,82.91985000000005
Yes,"Landslide at Hedbox , Tinau Rural Municipality-3",,nepal_police,Landslide,2021-08-10,Lumbini,Palpa,Tinau,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2021-08-10,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,Landslide at Gosaikunda Rural Municipality-4,,nepal_police,Landslide,2021-08-10,Bagmati,Rasuwa,Gosaikunda,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-10,"Gosaikunda, Rasuwa, Nepal",28.083330000000046,85.42667000000006
Yes,"Flood at Simleni, Tulsipur Submetropolitan City-4",,nepal_police,Flood,2021-08-09,Lumbini,Dang,Tulsipur,4,,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-09,"Tulsipur, Dang, Nepal",28.130990000000057,82.29726000000005
Yes,"Flood at Jutdhunga, Chhatreshwori Rural Municipality-4",,nepal_police,Flood,2021-08-07,Karnali,Salyan,Chhatreshwori,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-08-07,"Chhatreshwori, Salyan, Nepal",28.35770000000008,82.30807000000004
Yes,"Landslide at Kharkhare, Musikot Municipality-3",,nepal_police,Landslide,2021-08-05,Karnali,Rukum West,Musikot,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2021-08-05,"Musikot, Rukum West, Nepal",28.612720000000024,82.47214000000008
Yes,"Landslide at Lokpa, Chum Nubri Rural Municipality-6",,nepal_police,Landslide,2021-08-05,Gandaki,Gorkha,Chum Nubri,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-05,"Chum Nubri, Gorkha, Nepal",28.54200000000003,84.87538000000006
Yes,"Flood at thaudilkhola, Halesi Tuwachung Municipality-1",,nepal_police,Flood,2021-08-04,Koshi,Khotang,Halesi Tuwachung,1,7500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-04,"Halesi Tuwachung, Khotang, Nepal",27.167500000000075,86.60338000000007
Yes,"Landslide at siddhibaba, Tinau Rural Municipality-3",,nepal_police,Landslide,2021-08-02,Lumbini,Palpa,Tinau,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-02,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,"Landslide at Migu, Swami Kartik Rural Municipality-5",,nepal_police,Landslide,2021-08-02,Sudurpashchim,Bajura,Swami Kartik,5,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-02,"Swami Kartik, Bajura, Nepal",29.427170000000046,81.75914000000006
Yes,"Landslide at Khatigaun, Sukidaha Rural Municipality-1",,nepal_police,Landslide,2021-08-02,Lumbini,Rolpa,Sukidaha,1,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-02,"Sukidaha, Rolpa, Nepal",28.446260000000052,82.42218000000008
Yes,"Flood at Chanaute, Helambu Rural Municipality-7",,nepal_police,Flood,2021-08-01,Bagmati,Sindhupalchok,Helambu,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-01,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,Flood at Helambu Rural Municipality-4,,nepal_police,Flood,2021-08-01,Bagmati,Sindhupalchok,Helambu,4,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-01,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,"Flood at Gauribyasi, Helambu Rural Municipality-3",,nepal_police,Flood,2021-08-01,Bagmati,Sindhupalchok,Helambu,3,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-01,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,"Flood at Palchokimai, Helambu Rural Municipality-2",,nepal_police,Flood,2021-08-01,Bagmati,Sindhupalchok,Helambu,2,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-01,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,"Flood at bugarhai, Tripurasundari Rural Municipality-2",,nepal_police,Flood,2021-08-01,Bagmati,Sindhupalchok,Tripurasundari,2,85000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-01,"Tripurasundari, Sindhupalchok, Nepal",27.75215000000003,85.95203000000004
Yes,"Flood at Chiurikharka, Helambu Rural Municipality-1",,nepal_police,Flood,2021-08-01,Bagmati,Sindhupalchok,Helambu,1,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-01,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,"Flood at Melamchibajar, Melamchi Municipality-11",,nepal_police,Flood,2021-07-31,Bagmati,Sindhupalchok,Melamchi,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-31,"Melamchi, Sindhupalchok, Nepal",27.81918000000007,85.52994000000007
Yes,Flood at Helambu Rural Municipality-7,,nepal_police,Flood,2021-07-31,Bagmati,Sindhupalchok,Helambu,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-31,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,"Landslide at Bandre, Bidur Municipality-1",,nepal_police,Landslide,2021-07-30,Bagmati,Nuwakot,Bidur,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-07-30,"Bidur, Nuwakot, Nepal",27.919220000000053,85.13351000000006
Yes,"Landslide at Doblam, Doramba Rural Municipality-7",,nepal_police,Landslide,2021-07-30,Bagmati,Ramechhap,Doramba,7,100000.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-30,"Doramba, Ramechhap, Nepal",27.51176000000004,85.93942000000004
Yes,"Landslide at Thingdanda, Indrasarowar Rural Municipality-3",,nepal_police,Landslide,2021-07-30,Bagmati,Makwanpur,Indrasarowar,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-07-30,"Indrasarowar, Makwanpur, Nepal",27.601470000000063,85.18921000000006
Yes,"Landslide at Pinkhuri, Khadadevi Rural Municipality-9",,nepal_police,Landslide,2021-07-29,Bagmati,Ramechhap,Khadadevi,9,,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-07-29,"Khadadevi, Ramechhap, Nepal",27.426410000000033,85.91784000000007
Yes,"Landslide at saipatug, Bhume Rural Municipality-2",,nepal_police,Landslide,2021-07-29,Lumbini,Rukum East,Bhume,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-07-29,"Bhume, Rukum East, Nepal",28.566590000000076,82.68457000000006
Yes,"Landslide at Kuduha, Gaumul Rural Municipality-2",,nepal_police,Landslide,2021-07-28,Sudurpashchim,Bajura,Gaumul,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-28,"Gaumul, Bajura, Nepal",29.56923000000006,81.48293000000007
Yes,"Landslide at halig, Madi Rural Municipality-6",,nepal_police,Landslide,2021-07-28,Lumbini,Rolpa,Madi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-28,"Madi, Rolpa, Nepal",28.402390000000025,82.50796000000008
Yes,"Landslide at kabharrukha, Naraharinath Rural Municipality-6",,nepal_police,Landslide,2021-07-28,Karnali,Kalikot,Naraharinath,6,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-28,"Naraharinath, Kalikot, Nepal",29.220120000000065,81.53317000000004
Yes,Landslide at Bhotekoshi Rural Municipality-4,,nepal_police,Landslide,2021-07-26,Bagmati,Sindhupalchok,Bhotekoshi,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-26,"Bhotekoshi, Sindhupalchok, Nepal",27.93172000000004,85.90808000000004
Yes,"Flood at chuma, Patrasi Rural Municipality-3",,nepal_police,Flood,2021-07-26,Karnali,Jumla,Patrasi,3,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-26,"Patrasi, Jumla, Nepal",29.370790000000056,82.36889000000008
Yes,"Landslide at Gurung Gau, Shivapuri Rural Municipality-6",,nepal_police,Landslide,2021-07-25,Bagmati,Nuwakot,Shivapuri,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-25,"Shivapuri, Nuwakot, Nepal",27.811740000000043,85.38590000000005
Yes,"Landslide at Chhepatta, Dilasaini Rural Municipality-2",,nepal_police,Landslide,2021-07-25,Sudurpashchim,Baitadi,Dilasaini,2,,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-25,"Dilasaini, Baitadi, Nepal",29.65922000000006,80.60709000000008
Yes,"Landslide at Hulma, Khandachakra Municipality-2",,nepal_police,Landslide,2021-07-23,Karnali,Kalikot,Khandachakra,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-23,"Khandachakra, Kalikot, Nepal",29.158830000000023,81.66961000000003
Yes,Landslide at Mapya Dudhkoshi Rural Municipality-6,,nepal_police,Landslide,2021-07-22,Koshi,Solukhumbu,Mapya Dudhkoshi,6,900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-22,"Mapya Dudhkoshi, Solukhumbu, Nepal",27.53875000000005,86.69517000000008
Yes,"Landslide at Jalkani, Udayapurgadhi Rural Municipality-4",,nepal_police,Landslide,2021-07-22,Koshi,Udayapur,Udayapurgadhi,4,1400000.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-22,"Udayapurgadhi, Udayapur, Nepal",26.91515000000004,86.55004000000008
Yes,"Landslide at basali, Budhiganga Municipality-3",,nepal_police,Landslide,2021-07-22,Sudurpashchim,Bajura,Budhiganga,3,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-22,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,"Flood at Mankhola, Apihimal Rural Municipality-3",,nepal_police,Flood,2021-07-22,Sudurpashchim,Darchula,Apihimal,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-22,"Apihimal, Darchula, Nepal",29.870160000000055,80.88376000000005
Yes,"Landslide at Suvang, Hilihang Rural Municipality-5",,nepal_police,Landslide,2021-07-22,Koshi,Panchthar,Hilihang,5,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-22,"Hilihang, Panchthar, Nepal",27.22121000000004,87.79430000000008
Yes,"Landslide at Gangate, Bangad Kupinde Municipality-11",,nepal_police,Landslide,2021-07-21,Karnali,Salyan,Bangad Kupinde,11,5500000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2021-07-21,"Bangad Kupinde, Salyan, Nepal",28.493000000000052,82.06911000000008
Yes,"Landslide at Shikerbashi, Dupcheshwar Rural Municipality-7",,nepal_police,Landslide,2021-07-21,Bagmati,Nuwakot,Dupcheshwar,7,,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-07-21,"Dupcheshwar, Nuwakot, Nepal",27.98195000000004,85.43297000000007
Yes,Landslide at Thulung Dudhkoshi Rural Municipality-3,,nepal_police,Landslide,2021-07-21,Koshi,Solukhumbu,Thulung Dudhkoshi,3,45000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-21,"Thulung Dudhkoshi, Solukhumbu, Nepal",27.53875000000005,86.69517000000008
Yes,Landslide at Mapya Dudhkoshi Rural Municipality-7,,nepal_police,Landslide,2021-07-21,Koshi,Solukhumbu,Mapya Dudhkoshi,7,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-21,"Mapya Dudhkoshi, Solukhumbu, Nepal",27.53875000000005,86.69517000000008
Yes,"Flood at Osara, Janakpur Submetropolitan City-17",,nepal_police,Flood,2021-07-21,Madhesh,Dhanusa,Janakpur,17,50000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-21,"Janakpur, Dhanusa, Nepal",26.72882000000004,85.92628000000008
Yes,"Landslide at Majhuwa, Shadananda Municipality-10",,nepal_police,Landslide,2021-07-18,Koshi,Bhojpur,Shadananda,10,2300000.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-18,"Shadananda, Bhojpur, Nepal",27.33764000000008,87.10635000000008
Yes,"Flood at Nikal, Hansapur Municipality-5",,nepal_police,Flood,2021-07-18,Madhesh,Dhanusa,Hansapur,5,75000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-18,"Hansapur, Dhanusa, Nepal",26.755880000000047,86.01212000000004
Yes,"Landslide at Minangtole, Baudikali Rural Municipality-1",,nepal_police,Landslide,2021-07-18,Gandaki,Nawalparasi East,Baudikali,1,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-18,"Baudikali, Nawalparasi East, Nepal",27.65399000000008,84.03213000000005
Yes,"Landslide at Bhusinga, Khijidemba Rural Municipality-8",,nepal_police,Landslide,2021-07-18,Koshi,Okhaldhunga,Khijidemba,8,,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-18,"Khijidemba, Okhaldhunga, Nepal",27.449370000000044,86.35829000000007
Yes,"Landslide at Dumre, Tinau Rural Municipality-6",,nepal_police,Landslide,2021-07-16,Lumbini,Palpa,Tinau,6,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-07-16,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,"Flood at Bkkhor, Hupsekot Rural Municipality-5",,nepal_police,Flood,2021-07-16,Gandaki,Nawalparasi East,Hupsekot,5,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-16,"Hupsekot, Nawalparasi East, Nepal",27.70028000000008,84.06548000000004
Yes,"Landslide at Hadepakha, Baglung Municipality-3",,nepal_police,Landslide,2021-07-16,Gandaki,Baglung,Baglung,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-16,"Baglung, Baglung, Nepal",28.2666961,83.5832976
Yes,"Landslide at Ralpa, Byas Rural Municipality-2",,nepal_police,Landslide,2021-07-15,Sudurpashchim,Darchula,Byas,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2021-07-15,"Byas, Darchula, Nepal",30.05753000000004,80.93850000000003
Yes,"Landslide at Hemja, Pokhara Lekhnath Metropolitan City-25",,nepal_police,Landslide,2021-07-15,Gandaki,Kaski,Pokhara Lekhnath,25,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-15,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,Flood at Sanphebagar Municipality-1,,nepal_police,Flood,2021-07-14,Sudurpashchim,Achham,Sanphebagar,1,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-07-14,"Sanphebagar, Achham, Nepal",29.25887000000006,81.18146000000007
Yes,Flood at Sainamaina Municipality-10,,nepal_police,Flood,2021-07-14,Lumbini,Rupandehi,Sainamaina,10,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2021-07-14,"Sainamaina, Rupandehi, Nepal",27.707460000000022,83.30405000000007
Yes,"Landslide at Khalbang, Nisikhola Rural Municipality-5",,nepal_police,Landslide,2021-07-14,Gandaki,Baglung,Nisikhola,5,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-14,"Nisikhola, Baglung, Nepal",28.37636000000003,83.02216000000004
Yes,Flood at Rajpur Rural Municipality-5,,nepal_police,Flood,2021-07-14,Lumbini,Dang,Rajpur,5,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-14,"Rajpur, Dang, Nepal",27.829630000000066,82.35444000000007
Yes,"Landslide at Gaudepul, Tansen Municipality-8",,nepal_police,Landslide,2021-07-12,Lumbini,Palpa,Tansen,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-12,"Tansen, Palpa, Nepal",27.867310000000032,83.54670000000004
Yes,"Flood at Badhimuhan, Marin Rural Municipality-5",,nepal_police,Flood,2021-07-11,Bagmati,Sindhuli,Marin,5,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-11,"Marin, Sindhuli, Nepal",27.248060000000063,85.70006000000006
Yes,"Landslide at Kauradi Gaitola, Sayal Rural Municipality-1",,nepal_police,Landslide,2021-07-11,Sudurpashchim,Doti,Sayal,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-11,"Sayal, Doti, Nepal",29.368540000000053,80.97519000000005
Yes,Landslide at Halesi Tuwachung Municipality-11,,nepal_police,Landslide,2021-07-11,Koshi,Khotang,Halesi Tuwachung,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-07-11,"Halesi Tuwachung, Khotang, Nepal",27.167500000000075,86.60338000000007
Yes,"Landslide at Javamire, Naugad Rural Municipality-3",,nepal_police,Landslide,2021-07-10,Sudurpashchim,Darchula,Naugad,3,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10,"Naugad, Darchula, Nepal",29.797800000000052,80.67992000000004
Yes,"Landslide at Kharanitar, Tadi Rural Municipality-3",,nepal_police,Landslide,2021-07-10,Bagmati,Nuwakot,Tadi,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10,"Tadi, Nuwakot, Nepal",27.966570000000047,85.33973000000003
Yes,"Landslide at Olina, Badimalika Municipality-4",,nepal_police,Landslide,2021-07-10,Sudurpashchim,Bajura,Badimalika,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10,"Badimalika, Bajura, Nepal",29.43947000000003,81.49920000000003
Yes,"Landslide at Jungu, Gaurishankar Rural Municipality-2",,nepal_police,Landslide,2021-07-10,Bagmati,Dolakha,Gaurishankar,2,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-07-10,"Gaurishankar, Dolakha, Nepal",27.809750000000065,86.32435000000004
Yes,"Landslide at Chithang, Bhimeshwor Municipality-6",,nepal_police,Landslide,2021-07-10,Bagmati,Dolakha,Bhimeshwor,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10,"Bhimeshwor, Dolakha, Nepal",27.67855000000003,86.02374000000003
Yes,Landslide at Thulung Dudhkoshi Rural Municipality-9,,nepal_police,Landslide,2021-07-09,Koshi,Solukhumbu,Thulung Dudhkoshi,9,50000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-09,"Thulung Dudhkoshi, Solukhumbu, Nepal",27.53875000000005,86.69517000000008
Yes,"Landslide at Kalanki, Kathmandu Metropolitan City-14",,nepal_police,Landslide,2021-07-09,Bagmati,Kathmandu,Kathmandu,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-09,"Kathmandu, Kathmandu, Nepal",27.7120171,85.3129501
Yes,"Flood at Batasa, Madhyabindu Municipality-11",,nepal_police,Flood,2021-07-08,Gandaki,Nawalparasi East,Madhyabindu,11,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Madhyabindu, Nawalparasi East, Nepal",27.63571000000007,83.98817000000008
Yes,"Landslide at Dadhiban, Rhishing Rural Municipality-7",,nepal_police,Landslide,2021-07-08,Gandaki,Tanahu,Rhishing,7,,0,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Rhishing, Tanahu, Nepal",27.90138000000007,84.22744000000006
Yes,"Flood at Khahare, Bandipur Rural Municipality-2",,nepal_police,Flood,2021-07-08,Gandaki,Tanahu,Bandipur,2,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Bandipur, Tanahu, Nepal",27.918600000000023,84.39420000000007
Yes,"Landslide at Bhirgaun, Sandakpur Rural Municipality-3",,nepal_police,Landslide,2021-07-08,Koshi,Ilam,Sandakpur,3,306000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Sandakpur, Ilam, Nepal",27.048190000000034,87.95381000000003
Yes,"Landslide at Baghmara, Pokhara Lekhnath Metropolitan City-33",,nepal_police,Landslide,2021-07-08,Gandaki,Kaski,Pokhara Lekhnath,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Gittikhani, Tinau Rural Municipality-5",,nepal_police,Landslide,2021-07-08,Lumbini,Palpa,Tinau,5,,0,0,5,5,0,0,3,2,1,0,0,0,0,0,0,0,6,2,4,0,0,2021-07-08,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,"Landslide at Mudhabas, Nisdi Rural Municipality-4",,nepal_police,Landslide,2021-07-08,Lumbini,Palpa,Nisdi,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Nisdi, Palpa, Nepal",27.785150000000044,83.90900000000005
Yes,"Landslide at Chautara, Ruru Rural Municipality-4",,nepal_police,Landslide,2021-07-08,Lumbini,Gulmi,Ruru,4,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Ruru, Gulmi, Nepal",27.983790000000056,83.42567000000008
Yes,"Flood at Ghumte, Myagde Rural Municipality-7",,nepal_police,Flood,2021-07-08,Gandaki,Tanahu,Myagde,7,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Myagde, Tanahu, Nepal",28.007160000000056,84.15608000000003
Yes,"Flood at Garmitole, Madhyabindu Municipality-15",,nepal_police,Flood,2021-07-08,Gandaki,Nawalparasi East,Madhyabindu,15,100000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Madhyabindu, Nawalparasi East, Nepal",27.63571000000007,83.98817000000008
Yes,"Landslide at Majhkot, Rhishing Rural Municipality-8",,nepal_police,Landslide,2021-07-08,Gandaki,Tanahu,Rhishing,8,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-08,"Rhishing, Tanahu, Nepal",27.90138000000007,84.22744000000006
Yes,"Landslide at Ghusmeli, Taman Khola Rural Municipality-1",,nepal_police,Landslide,2021-07-07,Gandaki,Baglung,Taman Khola,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-07-07,"Taman Khola, Baglung, Nepal",28.44011000000006,83.21649000000008
Yes,"Landslide at Simle, Khandbari Municipality-1",,nepal_police,Landslide,2021-07-07,Koshi,Sankhuwasabha,Khandbari,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-07,"Khandbari, Sankhuwasabha, Nepal",27.37604000000005,87.20767000000006
Yes,"Flood at Chankhapur, Pokhara Lekhnath Metropolitan City-18",,nepal_police,Flood,2021-07-07,Gandaki,Kaski,Pokhara Lekhnath,18,115000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-07,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Jamir, Naugad Rural Municipality-3",,nepal_police,Landslide,2021-07-07,Sudurpashchim,Darchula,Naugad,3,,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2021-07-07,"Naugad, Darchula, Nepal",29.797800000000052,80.67992000000004
Yes,"Landslide at Tintale, Sandakpur Rural Municipality-4",,nepal_police,Landslide,2021-07-07,Koshi,Ilam,Sandakpur,4,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-07,"Sandakpur, Ilam, Nepal",27.048190000000034,87.95381000000003
Yes,"Landslide at Gusmeli, Tara Khola Rural Municipality-3",,nepal_police,Landslide,2021-07-07,Gandaki,Baglung,Tara Khola,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2021-07-07,"Tara Khola, Baglung, Nepal",28.306050000000027,83.41532000000007
Yes,"Landslide at Ratamata, Tara Khola Rural Municipality-3",,nepal_police,Landslide,2021-07-07,Gandaki,Baglung,Tara Khola,3,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-07,"Tara Khola, Baglung, Nepal",28.306050000000027,83.41532000000007
Yes,"Landslide at Pogram, Tara Khola Rural Municipality-2",,nepal_police,Landslide,2021-07-07,Gandaki,Baglung,Tara Khola,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-07,"Tara Khola, Baglung, Nepal",28.306050000000027,83.41532000000007
