Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,Fire at Biratnagar Metropolitan City-3,,nepal_police,Fire,2021-11-24,Koshi,Morang,Biratnagar,3,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhabispaip, Barah Municipality-9",,nepal_police,Fire,2021-11-24,Koshi,Sunsari,Barah,9,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jeetpur, Barah Municipality-8",,nepal_police,Fire,2021-11-24,Koshi,Sunsari,Barah,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tupek, Budhanilakantha Municipality-13",,nepal_police,Fire,2021-11-23,Bagmati,Kathmandu,Budhanilakantha,13,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Siddhikali, Madhyapur Thimi Municipality-7",,nepal_police,Fire,2021-11-23,Bagmati,Bhaktapur,Madhyapur Thimi,7,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sarsing, Helambu Rural Municipality-7",,nepal_police,Fire,2021-11-23,Bagmati,Sindhupalchok,Helambu,7,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chopraha, Rangeli Municipality-4",,nepal_police,Fire,2021-11-23,Koshi,Morang,Rangeli,4,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Itahari Submetropolitan City-13,,nepal_police,Fire,2021-11-23,Koshi,Sunsari,Itahari,13,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Biratnagar Metropolitan City-5,,nepal_police,Fire,2021-11-23,Koshi,Morang,Biratnagar,5,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhadiya, Khadak Municipality-8",,nepal_police,Fire,2021-11-23,Madhesh,Saptari,Khadak,8,150000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mod, Waling Municipality-8",,nepal_police,Fire,2021-11-23,Gandaki,Syangja,Waling,8,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nayabasti, Bagmati Municipality-4",,nepal_police,Fire,2021-11-23,Madhesh,Sarlahi,Bagmati,4,155000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Salkatiya, Budhinanda Municipality-7",,nepal_police,Animal Incidents,2021-11-23,Sudurpashchim,Bajura,Budhinanda,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Jaljala, Badigad Rural Municipality-7",,nepal_police,Fire,2021-11-23,Gandaki,Baglung,Badigad,7,900000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Samsi Rural Municipality-6,,nepal_police,Fire,2021-11-22,Madhesh,Mahottari,Samsi,6,100000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kuthanawa, Mirchaiya Municipality-4",,nepal_police,Fire,2021-11-22,Madhesh,Siraha,Mirchaiya,4,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Purbapipara, Kanchanrup Municipality-5",,nepal_police,Fire,2021-11-22,Madhesh,Saptari,Kanchanrup,5,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramban, Godaita Municipality-5",,nepal_police,Fire,2021-11-22,Madhesh,Sarlahi,Godaita,5,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tallo Chhanuk, Rhishing Rural Municipality-2",,nepal_police,Fire,2021-11-22,Gandaki,Tanahu,Rhishing,2,80000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lekeside, Pokhara Lekhnath Metropolitan City-6",,nepal_police,Fire,2021-11-22,Gandaki,Kaski,Pokhara Lekhnath,6,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramban, Godaita Municipality-5",,nepal_police,Fire,2021-11-22,Madhesh,Sarlahi,Godaita,5,238000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chuwa, Aathrai Tribeni Rural Municipality-3",,nepal_police,Fire,2021-11-22,Koshi,Taplejung,Aathrai Tribeni,3,2500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Parsa Rural Municipality-5,,nepal_police,Fire,2021-11-21,Madhesh,Sarlahi,Parsa,5,120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kande, Mikwakhola Rural Municipality-3",,nepal_police,Fire,2021-11-21,Koshi,Taplejung,Mikwakhola,3,352000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Harichok, Pokhara Lekhnath Metropolitan City-1",,nepal_police,Fire,2021-11-21,Gandaki,Kaski,Pokhara Lekhnath,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gothechok, Dhangadhimai Municipality-5",,nepal_police,Fire,2021-11-21,Madhesh,Siraha,Dhangadhimai,5,73000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Joru, Swami Kartik Rural Municipality-1",,nepal_police,Fire,2021-11-21,Sudurpashchim,Bajura,Swami Kartik,1,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nayaagaun, Indrasarowar Rural Municipality-5",,nepal_police,Fire,2021-11-21,Bagmati,Makwanpur,Indrasarowar,5,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Arghu Chock, Pokhara Lekhnath Metropolitan City-27",,nepal_police,Fire,2021-11-21,Gandaki,Kaski,Pokhara Lekhnath,27,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sisuwa, Ramdhuni Municipality-7",,nepal_police,Fire,2021-11-21,Koshi,Sunsari,Ramdhuni,7,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Madhabaliya, Ramgram Municipality-9",,nepal_police,Fire,2021-11-20,Lumbini,Nawalparasi West,Ramgram,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ausidanda, Phedap Rural Municipality-1",,nepal_police,Fire,2021-11-20,Koshi,Terhathum,Phedap,1,3000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Forcepark, Kageshwori Manahora Municipality-7",,nepal_police,Fire,2021-11-20,Bagmati,Kathmandu,Kageshwori Manahora,7,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Chakraghatta Rural Municipality-6,,nepal_police,Fire,2021-11-20,Madhesh,Sarlahi,Chakraghatta,6,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Bhokraha Rural Municipality-2,,nepal_police,Fire,2021-11-20,Koshi,Sunsari,Bhokraha,2,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Khandhik, Bhajani Municipality-3",,nepal_police,Animal Incidents,2021-11-20,Sudurpashchim,Kailali,Bhajani,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Karaiya, Budhiganga Rural Municipality-1",,nepal_police,Fire,2021-11-20,Koshi,Morang,Budhiganga,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Koriyanpur, Nepalgunj Submetropolitan City-12",,nepal_police,Fire,2021-11-20,Lumbini,Banke,Nepalgunj,12,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Srijanartole, Shivasataxi Municipality-11",,nepal_police,Fire,2021-11-20,Koshi,Jhapa,Shivasataxi,11,80000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Balaju, Tarakeshwor Municipality-8",,nepal_police,Fire,2021-11-19,Bagmati,Kathmandu,Tarakeshwor,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Jamtoki, Barah Municipality-5",,nepal_police,Fire,2021-11-19,Koshi,Sunsari,Barah,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Tulsipur Submetropolitan City-14,,nepal_police,Fire,2021-11-19,Lumbini,Dang,Tulsipur,14,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sarasawatinagar, Kathmandu Metropolitan City-6",,nepal_police,Fire,2021-11-19,Bagmati,Kathmandu,Kathmandu,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ram Bajar, Mahalaxmi Municipality-5",,nepal_police,Fire,2021-11-18,Koshi,Dhankuta,Mahalaxmi,5,,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shankapokhari, Phalebas Municipality-3",,nepal_police,Fire,2021-11-17,Gandaki,Parbat,Phalebas,3,400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kholi, Thalara Rural Municipality-5",,nepal_police,Fire,2021-11-17,Sudurpashchim,Bajhang,Thalara,5,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Chhanga, Solududhakunda Municipality-1",,nepal_police,Animal Incidents,2021-11-17,Koshi,Solukhumbu,Solududhakunda,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Mahalaxmisthan, Kakani Rural Municipality-1",,nepal_police,Fire,2021-11-17,Bagmati,Nuwakot,Kakani,1,226000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Gophalapur, Kanchan Rural Municipality-2",,nepal_police,Animal Incidents,2021-11-17,Lumbini,Rupandehi,Kanchan,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0
Yes,"Fire at Kuruwa, Dhangadhimai Municipality-3",,nepal_police,Fire,2021-11-17,Madhesh,Siraha,Dhangadhimai,3,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhokadi, Madhyabindu Municipality-15",,nepal_police,Fire,2021-11-17,Gandaki,Nawalparasi East,Madhyabindu,15,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at CTC Mall, Kathmandu Metropolitan City-11",,nepal_police,Fire,2021-11-17,Bagmati,Kathmandu,Kathmandu,11,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Anaitha Tole, Mahottari Rural Municipality-2",,nepal_police,Fire,2021-11-17,Madhesh,Mahottari,Mahottari,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kotdanda, Bhojpur Municipality-12",,nepal_police,Fire,2021-11-17,Koshi,Bhojpur,Bhojpur,12,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rampur, Diktel Rupakot Majhuwagadhi Municipality-6",,nepal_police,Fire,2021-11-17,Koshi,Khotang,Diktel Rupakot Majhuwagadhi,6,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at saregadhi, Mechinagar Municipality-12",,nepal_police,Fire,2021-11-17,Koshi,Jhapa,Mechinagar,12,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kyangsi, Bhume Rural Municipality-3",,nepal_police,Fire,2021-11-17,Lumbini,Rukum East,Bhume,3,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Purandaha, Mithila Bihari Municipality-2",,nepal_police,Fire,2021-11-17,Madhesh,Dhanusa,Mithila Bihari,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Ruwakhola, Ganayapdhura Rural Municipality-1",,nepal_police,Fire,2021-11-17,Sudurpashchim,Dadeldhura,Ganayapdhura,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Majhera, Kailari Rural Municipality-2",,other,Fire,2021-11-17,Sudurpashchim,Kailali,Kailari,2,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Bhokraha Rural Municipality-6,,nepal_police,Fire,2021-11-17,Koshi,Sunsari,Bhokraha,6,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhasabari, Kanepokhari Rural Municipality-5",,nepal_police,Fire,2021-11-17,Koshi,Morang,Kanepokhari,5,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Suryanagar, Birtamod Municipality-1",,nepal_police,Fire,2021-11-17,Koshi,Jhapa,Birtamod,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Sundarharaicha Municipality-5,,nepal_police,Fire,2021-11-17,Koshi,Morang,Sundarharaicha,5,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jamun, Katahari Rural Municipality-4",,nepal_police,Fire,2021-11-17,Koshi,Morang,Katahari,4,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Devijhoda, Kerabari Rural Municipality-9",,nepal_police,Fire,2021-11-17,Koshi,Morang,Kerabari,9,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Parsa, Laxmipur Patari Rural Municipality-2",,nepal_police,Fire,2021-11-16,Madhesh,Siraha,Laxmipur Patari,2,100000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Topa, Tilathi Koiladi Rural Municipality-8",,nepal_police,Fire,2021-11-16,Madhesh,Saptari,Tilathi Koiladi,8,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bajar, Chhayanath Rara Municipality-1",,nepal_police,Fire,2021-11-16,Karnali,Mugu,Chhayanath Rara,1,,0,0,17,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bindi, Janakpur Submetropolitan City-23",,nepal_police,Fire,2021-11-16,Madhesh,Dhanusa,Janakpur,23,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Atheriya, Bansagadhi Municipality-2",,nepal_police,Animal Incidents,2021-11-16,Lumbini,Bardiya,Bansagadhi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Malangawa Municipality-4,,nepal_police,Fire,2021-11-16,Madhesh,Sarlahi,Malangawa,4,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gobindapur, Lahan Municipality-24",,nepal_police,Fire,2021-11-16,Madhesh,Siraha,Lahan,24,110000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shibeti, Nisikhola Rural Municipality-2",,nepal_police,Fire,2021-11-16,Gandaki,Baglung,Nisikhola,2,35000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at saphulawa, Suwarna Rural Municipality-7",,nepal_police,Fire,2021-11-16,Madhesh,Bara,Suwarna,7,211500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gunadi, Myagde Rural Municipality-1",,nepal_police,Fire,2021-11-15,Gandaki,Tanahu,Myagde,1,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Dalla, Madhuwan Municipality-1",,nepal_police,Animal Incidents,2021-11-15,Lumbini,Bardiya,Madhuwan,1,20000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Goritole, Barah Municipality-11",,nepal_police,Fire,2021-11-15,Koshi,Sunsari,Barah,11,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhutaha, Harinagara Rural Municipality-2",,nepal_police,Fire,2021-11-15,Koshi,Sunsari,Harinagara,2,276000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nihalpur, Rajapur Municipality-5",,nepal_police,Fire,2021-11-15,Lumbini,Bardiya,Rajapur,5,783000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Ishwargunj, Rajapur Municipality-9",,nepal_police,Animal Incidents,2021-11-15,Lumbini,Bardiya,Rajapur,9,20200,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Koshi Rural Municipality-3,,nepal_police,Fire,2021-11-15,Koshi,Sunsari,Koshi,3,210000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Hilamrang, Chapakot Municipality-5",,nepal_police,Fire,2021-11-15,Gandaki,Syangja,Chapakot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bakhor, Sotang Rural Municipality-5",,nepal_police,Fire,2021-11-15,Koshi,Solukhumbu,Sotang,5,75000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhajanaha, Siraha Municipality-18",,nepal_police,Fire,2021-11-15,Madhesh,Siraha,Siraha,18,36000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gairidhara, Besishahar Municipality-7",,nepal_police,Fire,2021-11-14,Gandaki,Lamjung,Besishahar,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Manamaiju, Kathmandu Metropolitan City-16",,nepal_police,Fire,2021-11-14,Bagmati,Kathmandu,Kathmandu,16,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Avalanche at Niurikot, Thasang Rural Municipality-2",,nepal_police,Avalanche,2021-11-14,Gandaki,Mustang,Thasang,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0
Yes,"Animal Incidents at Hattithala, Bedkot Municipality-1",,nepal_police,Animal Incidents,2021-11-14,Sudurpashchim,Kanchanpur,Bedkot,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Sundarharaicha Municipality-9,,nepal_police,Fire,2021-11-14,Koshi,Morang,Sundarharaicha,9,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Patiyapada, Sunwarshi Municipality-6",,nepal_police,Fire,2021-11-14,Koshi,Morang,Sunwarshi,6,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Jhabdi, Rajapur Municipality-10",,nepal_police,Animal Incidents,2021-11-14,Lumbini,Bardiya,Rajapur,10,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pulachaur, Beni Municipality-5",,nepal_police,Fire,2021-11-14,Gandaki,Myagdi,Beni,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Pandit Puruwa, Narainapur Rural Municipality-4",,nepal_police,Animal Incidents,2021-11-13,Lumbini,Banke,Narainapur,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Biratnagar Metropolitan City-8,,nepal_police,Fire,2021-11-13,Koshi,Morang,Biratnagar,8,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Milchok, Buddhashanti Rural Municipality-4",,nepal_police,Fire,2021-11-13,Koshi,Jhapa,Buddhashanti,4,65000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sitalpur, Ghodaghodi Municipality-5",,nepal_police,Fire,2021-11-13,Sudurpashchim,Kailali,Ghodaghodi,5,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thapagaun, Budhanilakantha Municipality-8",,nepal_police,Fire,2021-11-12,Bagmati,Kathmandu,Budhanilakantha,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Srijanatole, Uralabari Municipality-4",,nepal_police,Fire,2021-11-12,Koshi,Morang,Uralabari,4,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Lahan Municipality-5,,nepal_police,Fire,2021-11-12,Madhesh,Siraha,Lahan,5,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shankhamul, Kathmandu Metropolitan City-31",,nepal_police,Fire,2021-11-12,Bagmati,Kathmandu,Kathmandu,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sangla, Tarakeshwor Municipality-1",,other,Fire,2021-11-12,Bagmati,Kathmandu,Tarakeshwor,1,1000000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Muktikote, Swami Kartik Rural Municipality-1",,nepal_police,Fire,2021-11-12,Sudurpashchim,Bajura,Swami Kartik,1,75500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Naurang, Laljhadi Rural Municipality-1",,nepal_police,Animal Incidents,2021-11-12,Sudurpashchim,Kanchanpur,Laljhadi,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Viswa, Chhipaharmai Rural Municipality-5",,nepal_police,Fire,2021-11-12,Madhesh,Parsa,Chhipaharmai,5,300000,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Rupani Rural Municipality-6,,nepal_police,Fire,2021-11-12,Madhesh,Saptari,Rupani,6,1000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rajpur, Dhangadhi Submetropolitan City-13",,nepal_police,Fire,2021-11-12,Sudurpashchim,Kailali,Dhangadhi,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Malangbasi, Kwholasothar Rural Municipality-1",,nepal_police,Fire,2021-11-11,Gandaki,Lamjung,Kwholasothar,1,300000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhagawanpur, Barahathawa Municipality-10",,nepal_police,Fire,2021-11-11,Madhesh,Sarlahi,Barahathawa,10,180000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bisbita, Siraha Municipality-6",,nepal_police,Fire,2021-11-11,Madhesh,Siraha,Siraha,6,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Subdhiyanagar, Kathmandu Metropolitan City-32",,nepal_police,Fire,2021-11-11,Bagmati,Kathmandu,Kathmandu,32,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Umgoja, Madi Rural Municipality-6",,nepal_police,Fire,2021-11-11,Lumbini,Rolpa,Madi,6,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at madaha, Tillotama Municipality-14",,nepal_police,Fire,2021-11-11,Lumbini,Rupandehi,Tillotama,14,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at SIWALAYA, Barah Municipality-6",,nepal_police,Fire,2021-11-10,Koshi,Sunsari,Barah,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Janakpur Submetropolitan City-14,,nepal_police,Fire,2021-11-10,Madhesh,Dhanusa,Janakpur,14,200000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Parikrama, Jaleswor Municipality-6",,nepal_police,Fire,2021-11-10,Madhesh,Mahottari,Jaleswor,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Dhanutole, Nagarain Municipality-6",,nepal_police,Fire,2021-11-10,Madhesh,Dhanusa,Nagarain,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Ailsaini, Melauli Municipality-1",,nepal_police,Fire,2021-11-10,Sudurpashchim,Baitadi,Melauli,1,450000,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sonabara, Janakpur Submetropolitan City-24",,nepal_police,Fire,2021-11-10,Madhesh,Dhanusa,Janakpur,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Giritole, Bagmati Municipality-8",,nepal_police,Fire,2021-11-10,Madhesh,Sarlahi,Bagmati,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Jhimkhola, Kabilasi Municipality-6",,nepal_police,Fire,2021-11-10,Madhesh,Sarlahi,Kabilasi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
