Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Fire at Hekola, Birtamod Municipality-5",,nepal_police,Fire,2022-10-31,Koshi,Jhapa,Birtamod,5,2000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Guhas, Sunwarshi Municipality-5",,nepal_police,Fire,2022-10-31,Koshi,Morang,Sunwarshi,5,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dadaban, Chandrakot Rural Municipality-4",,nepal_police,Fire,2022-10-31,Lumbini,Gulmi,Chandrakot,4,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Chandrapur Municipality-4,,nepal_police,Fire,2022-10-31,Madhesh,Rautahat,Chandrapur,4,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at KapanPayutar, Budhanilakantha Municipality-11",,nepal_police,Fire,2022-10-31,Bagmati,Kathmandu,Budhanilakantha,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at maithan, Bardibas Municipality-4",,nepal_police,Animal Incidents,2022-10-30,Madhesh,Mahottari,Bardibas,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0
Yes,"Fire at Dadagau, Siddhicharan Municipality-2",,nepal_police,Fire,2022-10-30,Koshi,Okhaldhunga,Siddhicharan,2,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thamel, Kathmandu Metropolitan City-26",,nepal_police,Fire,2022-10-30,Bagmati,Kathmandu,Kathmandu,26,10600000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Jhapa Rural Municipality-5,,nepal_police,Fire,2022-10-30,Koshi,Jhapa,Jhapa,5,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sirese, Katari Municipality-8",,nepal_police,Fire,2022-10-30,Koshi,Udayapur,Katari,8,4600000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ramdhuni Municipality-1,,nepal_police,Fire,2022-10-30,Koshi,Sunsari,Ramdhuni,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Majkutiya, Gaur Municipality-3",,nepal_police,Fire,2022-10-30,Madhesh,Rautahat,Gaur,3,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Badachour, Jhimruk Rural Municipality-1",,nepal_police,Fire,2022-10-30,Lumbini,Pyuthan,Jhimruk,1,605000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nepaltare, Udayapurgadhi Rural Municipality-6",,nepal_police,Fire,2022-10-30,Koshi,Udayapur,Udayapurgadhi,6,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Battishputali, Kathmandu Metropolitan City-9",,nepal_police,Fire,2022-10-30,Bagmati,Kathmandu,Kathmandu,9,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhabauli, Jaleswor Municipality-6",,nepal_police,Fire,2022-10-30,Madhesh,Mahottari,Jaleswor,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Kataiya, Dhanauji Rural Municipality-3",,nepal_police,Fire,2022-10-30,Madhesh,Dhanusa,Dhanauji,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Bhadariya, Dhanauji Rural Municipality-4",,nepal_police,Fire,2022-10-30,Madhesh,Dhanusa,Dhanauji,4,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Shambhunath Municipality-12,,nepal_police,Fire,2022-10-30,Madhesh,Saptari,Shambhunath,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ingla, Sandakpur Rural Municipality-5",,nepal_police,Fire,2022-10-30,Koshi,Ilam,Sandakpur,5,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhatauliya, Ekdara Rural Municipality-3",,nepal_police,Fire,2022-10-30,Madhesh,Mahottari,Ekdara,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Ramnagar, Nepalgunj Submetropolitan City-5",,nepal_police,Fire,2022-10-30,Lumbini,Banke,Nepalgunj,5,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Chuhadea, Triyuga Municipality-7",,nepal_police,Fire,2022-10-30,Koshi,Udayapur,Triyuga,7,16500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Bishnupur Rural Municipality-7,,nepal_police,Fire,2022-10-30,Madhesh,Saptari,Bishnupur,7,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aapdali, Birendranagar Municipality-1",,nepal_police,Fire,2022-10-29,Karnali,Surkhet,Birendranagar,1,110000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chaumal, Gauriganga Municipality-1",,nepal_police,Fire,2022-10-29,Sudurpashchim,Kailali,Gauriganga,1,11350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhungrechhap, Melamchi Municipality-5",,nepal_police,Fire,2022-10-29,Bagmati,Sindhupalchok,Melamchi,5,1275000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Madichour, Rolpa Municipality-7",,nepal_police,Fire,2022-10-29,Lumbini,Rolpa,Rolpa,7,400000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tajapakad, Paroha Municipality-2",,nepal_police,Fire,2022-10-29,Madhesh,Rautahat,Paroha,2,400000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Baundi, Mapya Dudhkoshi Rural Municipality-2",,nepal_police,Fire,2022-10-29,Koshi,Solukhumbu,Mapya Dudhkoshi,2,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pasikot, Budhanilakantha Municipality-4",,nepal_police,Fire,2022-10-29,Bagmati,Kathmandu,Budhanilakantha,4,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramite, Miklajung Rural Municipality-1",,nepal_police,Fire,2022-10-29,Koshi,Morang,Miklajung,1,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhukurpani, Damak Municipality-3",,nepal_police,Fire,2022-10-29,Koshi,Jhapa,Damak,3,250000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dubichour, Rapti Municipality-1",,nepal_police,Fire,2022-10-28,Bagmati,Chitwan,Rapti,1,2500000,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Simi, Dordi Rural Municipality-6",,nepal_police,Fire,2022-10-28,Gandaki,Lamjung,Dordi,6,300000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tari, Sandhikharka Municipality-9",,nepal_police,Fire,2022-10-28,Lumbini,Arghakhanchi,Sandhikharka,9,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Jitpur Simara Submetropolitan City-7,,nepal_police,Fire,2022-10-28,Madhesh,Bara,Jitpur Simara,7,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Barmali, Badhaiyatal Rural Municipality-8",,nepal_police,Fire,2022-10-28,Lumbini,Bardiya,Badhaiyatal,8,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at laliya, Dhanpalthan Rural Municipality-2",,nepal_police,Fire,2022-10-28,Koshi,Morang,Dhanpalthan,2,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khaulalakumari, Kushma Municipality-13",,nepal_police,Fire,2022-10-28,Gandaki,Parbat,Kushma,13,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jogbuda, Parashuram Municipality-12",,nepal_police,Fire,2022-10-27,Sudurpashchim,Dadeldhura,Parashuram,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bajura, Modi Rural Municipality-5",,nepal_police,Fire,2022-10-27,Gandaki,Parbat,Modi,5,1800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at pachuhi, Belauri Municipality-8",,nepal_police,Fire,2022-10-27,Sudurpashchim,Kanchanpur,Belauri,8,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tipada, Badimalika Municipality-4",,nepal_police,Fire,2022-10-27,Sudurpashchim,Bajura,Badimalika,4,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Beldangi, Damak Municipality-7",,nepal_police,Fire,2022-10-27,Koshi,Jhapa,Damak,7,8000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Buspark, Hetauda Submetropolitan City-10",,nepal_police,Fire,2022-10-27,Bagmati,Makwanpur,Hetauda,10,5000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bankula, Baudhimai Municipality-7",,nepal_police,Fire,2022-10-27,Madhesh,Rautahat,Baudhimai,7,400000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Badegau, Godawari_Lalitpur Municipality-14",,nepal_police,Animal Incidents,2022-10-27,Bagmati,Lalitpur,Godawari_Lalitpur,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Animal Incidents at Jitpur Simara Submetropolitan City-21,,nepal_police,Animal Incidents,2022-10-27,Madhesh,Bara,Jitpur Simara,21,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khadka gau, Kathmandu Metropolitan City-14",,nepal_police,Fire,2022-10-27,Bagmati,Kathmandu,Kathmandu,14,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Olani, Godawari_Kailali Municipality-11",,nepal_police,Fire,2022-10-27,Sudurpashchim,Kailali,Godawari_Kailali,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Surungmin, Sidingba Rural Municipality-7",,nepal_police,Fire,2022-10-27,Koshi,Taplejung,Sidingba,7,1800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tadipul, Dupcheshwar Rural Municipality-3",,nepal_police,Fire,2022-10-27,Bagmati,Nuwakot,Dupcheshwar,3,1400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Harakathawa, Dhankaul Rural Municipality-3",,nepal_police,Fire,2022-10-27,Madhesh,Sarlahi,Dhankaul,3,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramhiti, Kathmandu Metropolitan City-6",,nepal_police,Fire,2022-10-26,Bagmati,Kathmandu,Kathmandu,6,200000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kumarigal, Kathmandu Metropolitan City-7",,nepal_police,Fire,2022-10-26,Bagmati,Kathmandu,Kathmandu,7,400000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nigaulchoke, Gaushala Municipality-5",,nepal_police,Fire,2022-10-26,Madhesh,Mahottari,Gaushala,5,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at trivanichoke, Belbari Municipality-8",,nepal_police,Fire,2022-10-26,Koshi,Morang,Belbari,8,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,Fire at Tikapur Municipality-1,,nepal_police,Fire,2022-10-26,Sudurpashchim,Kailali,Tikapur,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dakhatbhuli, Krishnapur Municipality-3",,nepal_police,Fire,2022-10-26,Sudurpashchim,Kanchanpur,Krishnapur,3,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ghorahi Submetropolitan City-9,,nepal_police,Fire,2022-10-26,Lumbini,Dang,Ghorahi,9,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tamangtole, Belaka Municipality-9",,nepal_police,Fire,2022-10-26,Koshi,Udayapur,Belaka,9,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pipalbasti, Gokarneshwor Municipality-8",,nepal_police,Fire,2022-10-26,Bagmati,Kathmandu,Gokarneshwor,8,1604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chandrapur, Chhireshwornath Municipality-4",,nepal_police,Fire,2022-10-26,Madhesh,Dhanusa,Chhireshwornath,4,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Bithadchir Rural Municipality-5,,nepal_police,Fire,2022-10-26,Sudurpashchim,Bajhang,Bithadchir,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Daldala, Kapilbastu Municipality-5",,nepal_police,Fire,2022-10-26,Lumbini,Kapilbastu,Kapilbastu,5,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Naumulebazer, Naumule Rural Municipality-1",,nepal_police,Fire,2022-10-26,Karnali,Dailekh,Naumule,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gaulitar, Palungtar Municipality-8",,nepal_police,Fire,2022-10-25,Gandaki,Gorkha,Palungtar,8,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Yes,"Fire at Martoli, JayaPrithivi Municipality-2",,nepal_police,Fire,2022-10-25,Sudurpashchim,Bajhang,JayaPrithivi,2,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sitapur, Bhangaha Municipality-4",,nepal_police,Fire,2022-10-25,Madhesh,Mahottari,Bhangaha,4,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhaktitola, Sandhikharka Municipality-2",,nepal_police,Fire,2022-10-25,Lumbini,Arghakhanchi,Sandhikharka,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"High Altitude at Aawadaolam, Khumbupasanglahmu Rural Municipality-4",,nepal_police,High Altitude,2022-10-25,Koshi,Solukhumbu,Khumbupasanglahmu,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Prativamarga, Pokhara Lekhnath Metropolitan City-8",,nepal_police,Fire,2022-10-25,Gandaki,Kaski,Pokhara Lekhnath,8,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ajaymeru Rural Municipality-6,,nepal_police,Fire,2022-10-25,Sudurpashchim,Dadeldhura,Ajaymeru,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pahadiyan, Duduwa Rural Municipality-6",,nepal_police,Fire,2022-10-25,Lumbini,Banke,Duduwa,6,46400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at LUkum, Bhume Rural Municipality-1",,nepal_police,Fire,2022-10-25,Lumbini,Rukum East,Bhume,1,75000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Himchokedadikot, Suryabinayak Municipality-4",,nepal_police,Fire,2022-10-25,Bagmati,Bhaktapur,Suryabinayak,4,90000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Saurahachoke, Ratnanagar Municipality-1",,nepal_police,Fire,2022-10-25,Bagmati,Chitwan,Ratnanagar,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Golbazar Municipality-4,,nepal_police,Fire,2022-10-25,Madhesh,Siraha,Golbazar,4,7000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhorletar, Kageshwori Manahora Municipality-1",,nepal_police,Fire,2022-10-25,Bagmati,Kathmandu,Kageshwori Manahora,1,682000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Toki, Sabaila Municipality-12",,nepal_police,Fire,2022-10-25,Madhesh,Dhanusa,Sabaila,12,92720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Banarjhulla, Tilathi Koiladi Rural Municipality-5",,nepal_police,Fire,2022-10-25,Madhesh,Saptari,Tilathi Koiladi,5,1124000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Madhuwan Municipality-5,,nepal_police,Fire,2022-10-25,Lumbini,Bardiya,Madhuwan,5,306000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Malamchibazer, Melamchi Municipality-11",,nepal_police,Fire,2022-10-25,Bagmati,Sindhupalchok,Melamchi,11,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ghorahi Submetropolitan City-15,,nepal_police,Fire,2022-10-25,Lumbini,Dang,Ghorahi,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kapan, Budhanilakantha Municipality-10",,nepal_police,Fire,2022-10-25,Bagmati,Kathmandu,Budhanilakantha,10,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhatgau, Vyas Municipality-1",,nepal_police,Fire,2022-10-24,Gandaki,Tanahu,Vyas,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kotdada, Indrawati Rural Municipality-2",,nepal_police,Fire,2022-10-24,Bagmati,Sindhupalchok,Indrawati,2,600000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Maharajgunj Municipality-7,,nepal_police,Fire,2022-10-24,Lumbini,Kapilbastu,Maharajgunj,7,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Belpur, Hariharpurgadhi Rural Municipality-4",,nepal_police,Fire,2022-10-24,Bagmati,Sindhuli,Hariharpurgadhi,4,1500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lagankhelthatitole, Lalitpur Metropolitan City-8",,nepal_police,Fire,2022-10-24,Bagmati,Lalitpur,Lalitpur,8,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Boharagau, Nisikhola Rural Municipality-3",,nepal_police,Fire,2022-10-24,Gandaki,Baglung,Nisikhola,3,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Jhap, Sitganga Municipality-10",,nepal_police,Animal Incidents,2022-10-24,Lumbini,Arghakhanchi,Sitganga,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Tarje, Umakunda Rural Municipality-2",,nepal_police,Fire,2022-10-24,Bagmati,Ramechhap,Umakunda,2,2870000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chainpur, JayaPrithivi Municipality-10",,nepal_police,Fire,2022-10-24,Sudurpashchim,Bajhang,JayaPrithivi,10,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Golbazar Municipality-13,,nepal_police,Fire,2022-10-24,Madhesh,Siraha,Golbazar,13,51000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Salghari, Rajpur Rural Municipality-2",,nepal_police,Fire,2022-10-24,Lumbini,Dang,Rajpur,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kochutole, Dakshinkali Municipality-6",,nepal_police,Fire,2022-10-24,Bagmati,Kathmandu,Dakshinkali,6,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhaulagarichoke, Devchuli Municipality-10",,nepal_police,Fire,2022-10-24,Gandaki,Nawalparasi East,Devchuli,10,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dangrahai, Shambhunath Municipality-3",,nepal_police,Fire,2022-10-24,Madhesh,Saptari,Shambhunath,3,300000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sanipiply, Kumakh Rural Municipality-4",,nepal_police,Fire,2022-10-24,Karnali,Salyan,Kumakh,4,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Hariyalinagar, Bardaghat Municipality-4",,nepal_police,Fire,2022-10-24,Lumbini,Nawalparasi West,Bardaghat,4,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Biratchoke, Itahari Submetropolitan City-4",,nepal_police,Fire,2022-10-24,Koshi,Sunsari,Itahari,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mala, Ghorahi Submetropolitan City-1",,nepal_police,Fire,2022-10-24,Lumbini,Dang,Ghorahi,1,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pipary, Bijayanagar Rural Municipality-5",,nepal_police,Fire,2022-10-24,Lumbini,Kapilbastu,Bijayanagar,5,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Barmachauraha, Bhimdatta Municipality-13",,nepal_police,Fire,2022-10-24,Sudurpashchim,Kanchanpur,Bhimdatta,13,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Budhiganga Rural Municipality-4,,nepal_police,Fire,2022-10-24,Koshi,Morang,Budhiganga,4,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Fire at Umling, Madi Municipality-1",,nepal_police,Fire,2022-10-24,Koshi,Sankhuwasabha,Madi,1,3045000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Paterya, Adarshkotwal Rural Municipality-6",,nepal_police,Fire,2022-10-24,Madhesh,Bara,Adarshkotwal,6,70000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ramnagar Rural Municipality-1,,nepal_police,Fire,2022-10-24,Madhesh,Sarlahi,Ramnagar,1,70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lolang, Tarakeshwor Municipality-4",,nepal_police,Fire,2022-10-24,Bagmati,Kathmandu,Tarakeshwor,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Khamaura, Godawari_Kailali Municipality-10",,nepal_police,Fire,2022-10-24,Sudurpashchim,Kailali,Godawari_Kailali,10,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Barkul, Mayadevi Rural Municipality-8",,nepal_police,Fire,2022-10-24,Lumbini,Kapilbastu,Mayadevi,8,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khoxsa, Katari Municipality-2",,nepal_police,Fire,2022-10-24,Koshi,Udayapur,Katari,2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rambadh, Nagarain Municipality-3",,nepal_police,Fire,2022-10-24,Madhesh,Dhanusa,Nagarain,3,70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jamauri, Kapilbastu Municipality-3",,nepal_police,Fire,2022-10-23,Lumbini,Kapilbastu,Kapilbastu,3,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jimitole, Dhankuta Municipality-8",,nepal_police,Fire,2022-10-23,Koshi,Dhankuta,Dhankuta,8,800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Janata choke, Bhokraha Rural Municipality-5",,nepal_police,Fire,2022-10-23,Koshi,Sunsari,Bhokraha,5,250000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shivajung , Bhokraha Rural Municipality-3",,nepal_police,Fire,2022-10-23,Koshi,Sunsari,Bhokraha,3,415000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Golabari, Barju Rural Municipality-1",,nepal_police,Fire,2022-10-23,Koshi,Sunsari,Barju,1,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sudama, Chhathar Rural Municipality-6",,nepal_police,Fire,2022-10-23,Koshi,Terhathum,Chhathar,6,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
